  TimeWindow  TotalIterations  Iterations  Convergence
     1       4       4       1
     2       9       5       1
     3      14       5       1
     4      18       4       1
     5      24       6       1
     6      29       5       1
     7      34       5       1
     8      38       4       1
     9      42       4       1
    10      47       5       1
    11      51       4       1
    12      56       5       1
    13      61       5       1
    14      65       4       1
    15      70       5       1
    16      75       5       1
    17      80       5       1
    18      84       4       1
    19      88       4       1
    20      93       5       1
